Effective date ,S&P BSE India Government Bond Index (Base value),S&P BSE India Government Bond Index (Real Value),S&P BSE SENSEX (TR) (Base value),S&P BSE SENSEX (TR) (Real Value),S&P BSE 100 (TR) (Base value),S&P BSE 100 (TR) (Real Value),S&P BSE Bharat 22 Index TR (Base value),S&P BSE Bharat 22 Index TR (Real Value),S&P BSE SENSEX 50 TR (Base value),S&P BSE SENSEX 50 TR (Real Value)
03/03/2014,132.38,100.039566,142.88,22389.738928,139.21,6601.881119,122.3,2223.09602,143.51,6810.209646
03/04/2014,132.52,100.145364,144.68,22671.804508,141.02,6687.718378,124.66,2265.994684,145.29,6894.678834
03/05/2014,132.6,100.20582,145.13,22742.320903,141.67,6718.543913,125.7,2284.89918,145.88,6922.677048
03/06/2014,132.86,100.402302,146.75,22996.179925,143.47,6803.906933,127.93,2325.434782,147.59,7003.824414
03/07/2014,132.79,100.349403,149.52,23430.247512,146.05,6926.260595,131.08,2382.693592,150.22,7128.630012
03/10/2014,132.83,100.379631,149.62,23445.917822,146.44,6944.755916,132.38,2406.324212,150.46,7140.019116
03/11/2014,133.25,100.697025,148.92,23336.225652,145.86,6917.250054,132.09,2401.052766,149.94,7115.342724
03/12/2014,133.46,100.855722,149.12,23367.566272,145.94,6921.043966,131.56,2391.418744,150.08,7121.986368
03/13/2014,133.68,101.021976,148.57,23281.379567,145.38,6894.486582,132.86,2415.049364,149.62,7100.157252
03/14/2014,133.49,100.878393,148.81,23318.988311,145.56,6903.022884,133.59,2428.318866,149.75,7106.32635
03/17/2014,133.52,100.901064,,0,,0,,0,,0
03/18/2014,133.55,100.923735,148.96,23342.493776,146.09,6928.157551,134.84,2451.040616,150.04,7120.088184
03/19/2014,133.75,101.074875,148.97,23344.060807,146.33,6939.539287,134.42,2443.406108,150.19,7127.206374
03/20/2014,133.59,100.953963,148.33,23243.770823,145.41,6895.909299,132.71,2412.322754,149.51,7094.937246
03/21/2014,133.85,101.150445,148.43,23259.441133,145.65,6907.291035,132.68,2411.777432,149.66,7102.055436
03/22/2014,,0,148.44,23261.008164,145.78,6913.456142,,0,,0
03/24/2014,134.19,101.407383,150.48,23580.682488,147.61,7000.241879,135.41,2461.401734,151.74,7200.761004
03/25/2014,134.24,101.445168,150.48,23580.682488,147.79,7008.778181,136.53,2481.760422,151.82,7204.557372
03/26/2014,134.32,101.505624,150.76,23624.559356,148.05,7021.108395,137.67,2502.482658,152.05,7215.47193
03/27/2014,134.33,101.513181,151.64,23762.458084,149.01,7066.635339,139.89,2542.836486,153.06,7263.401076
03/28/2014,134.4,101.56608,152.5,23897.22275,150.49,7136.822711,141.81,2577.737094,154.22,7318.448412
03/31/2014,134.42,101.581194,152.81,23945.800711,151.02,7161.957378,140.82,2559.741468,154.48,7330.786608
04/01/2014,134.45,101.603865,153.22,24010.048982,151.3,7175.23607,141.37,2569.739038,154.86,7348.819356
04/02/2014,133.45,100.848165,153.94,24122.875214,152.25,7220.288775,142.15,2583.91741,155.68,7387.732128
04/03/2014,133.5,100.88595,153.65,24077.431315,151.84,7200.844976,140.68,2557.196632,155.38,7373.495748
04/04/2014,133.14,100.613898,152.63,23917.594153,151.11,7166.225529,140.35,2551.19809,154.38,7326.041148
04/07/2014,133.18,100.644126,152.52,23900.356812,151.1,7165.75129,140.32,2550.652768,154.31,7322.719326
04/08/2014,133.02,100.523214,,0,,0,,0,,0
04/09/2014,133.14,100.613898,154.97,24284.279407,153.41,7275.300499,142.34,2587.371116,156.57,7429.966722
04/10/2014,133.32,100.749924,155.06,24298.382686,153.8,7293.79582,143.8,2613.91012,156.67,7434.712182
04/11/2014,133.59,100.953963,154.47,24205.927857,153.27,7268.661153,143.11,2601.367714,156.17,7410.984882
04/14/2014,133.97,101.241129,,0,,0,,0,,0
04/15/2014,133.66,101.006862,153.49,24052.358819,152.15,7215.546385,142.04,2581.917896,155.31,7370.173926
04/16/2014,134.24,101.445168,152.07,23829.840417,150.77,7150.101403,140.93,2561.740982,153.95,7305.63567
04/17/2014,134.01,101.271357,154.47,24205.927857,153.11,7261.073329,142.89,2597.368686,156.3,7417.15398
04/18/2014,134.71,101.800347,,0,,0,,0,,0
04/21/2014,134.93,101.966601,155.4,24351.66174,154.1,7308.02299,144.74,2630.996876,157.14,7457.015844
04/22/2014,135.3,102.24621,155.35,24343.826585,154.06,7306.126034,145.27,2640.630898,157.13,7456.541298
04/23/2014,135.23,102.193311,156.16,24470.756096,154.56,7329.837984,146.13,2656.263462,157.78,7487.386788
04/24/2014,135.36,102.291552,,0,,0,,0,,0
04/25/2014,135.5,102.39735,154.87,24268.609097,153.37,7273.403543,144.54,2627.361396,156.43,7423.323078
04/28/2014,135.3,102.24621,154.49,24209.061919,153.09,7260.124851,144.14,2620.090436,155.98,7401.968508
04/29/2014,135.49,102.389793,153.36,24031.987416,151.96,7206.535844,143.28,2604.457872,154.88,7349.768448
04/30/2014,135.74,102.578718,153.03,23980.275393,151.21,7170.967919,142.74,2594.642076,154.49,7331.261154
05/01/2014,135.78,102.608946,,0,,0,,0,,0
05/02/2014,135.85,102.661845,152.93,23964.605083,151.28,7174.287592,142.34,2587.371116,154.5,7331.7357
05/05/2014,136.3,103.00191,153.21,24008.481951,151.39,7179.504221,143.63,2610.819962,154.66,7339.328436
05/06/2014,136.41,103.085037,153.65,24077.431315,151.7,7194.20563,144.1,2619.36334,154.99,7354.988454
05/07/2014,136.29,102.994353,152.39,23879.985409,150.41,7133.028799,143.91,2615.909634,153.62,7289.975652
05/08/2014,136.38,103.062366,152.52,23900.356812,150.45,7134.925755,143.76,2613.183024,153.76,7296.619296
05/09/2014,136.51,103.160607,156.96,24596.118576,154.87,7344.539393,148.05,2691.16407,158.3,7512.06318
05/12/2014,136.61,103.236177,160.76,25191.590356,158.27,7505.780653,152.52,2772.417048,161.89,7682.425194
05/13/2014,136.45,103.115265,162.95,25534.770145,160.71,7621.494969,155.73,2830.766502,164.14,7789.198044
05/14/2014,136.45,103.115265,162.57,25475.222967,161.09,7639.516051,156.66,2847.671484,164.03,7783.978038
05/15/2014,136.62,103.243734,163.18,25570.811858,161.21,7645.206919,157.93,2870.756782,164.33,7798.214418
05/16/2014,137.15,103.644255,164.79,25823.103849,163.57,7757.127323,162.52,2954.191048,166.15,7884.58179
05/19/2014,136.84,103.409988,166.44,26081.663964,166.12,7878.058268,171.67,3120.514258,167.4,7943.90004
05/20/2014,136.81,103.387317,166.53,26095.767243,166.26,7884.697614,169.88,3087.976712,167.36,7942.001856
05/21/2014,137.09,103.598913,165.99,26011.147569,165.82,7863.831098,168.94,3070.889956,166.85,7917.80001
05/22/2014,137.32,103.772724,166.52,26094.200212,166.64,7902.718696,171.98,3126.149252,167.16,7932.510936
05/23/2014,137.8,104.13546,168.7,26435.81297,169,8014.6391,177.55,3227.39737,169.22,8030.267412
05/26/2014,138.19,104.430183,168.86,26460.885466,168.39,7985.710521,175.38,3187.952412,169.04,8021.725584
05/27/2014,138.24,104.467968,167.71,26280.676901,167.24,7931.173036,172.8,3141.05472,168.13,7978.541898
05/28/2014,138.28,104.498196,167.76,26288.512056,167.61,7948.719879,171.39,3115.424586,168.42,7992.303732
05/29/2014,138.28,104.498196,165.76,25975.105856,165.66,7856.243274,169.9,3088.34026,166.45,7898.81817
05/30/2014,138.67,104.792919,165.65,25957.868515,165.65,7855.769035,169.35,3078.34269,166.31,7892.174526
06/02/2014,138.84,104.921388,168.84,26457.751404,168.75,8002.783125,175.26,3185.771124,169.39,8038.334694
06/03/2014,139.04,105.072528,170.29,26684.970899,170.21,8072.022019,177.24,3221.762376,170.58,8094.805668
06/04/2014,139.41,105.352137,169.93,26628.557783,170.25,8073.918975,178.3,3241.03042,170.3,8081.51838
06/05/2014,139.86,105.692202,171.7,26905.92227,172.19,8165.921341,180.68,3284.292632,171.97,8160.767562
06/06/2014,140.22,105.964254,174.38,27325.886578,174.89,8293.965871,185.24,3367.181576,174.65,8287.94589
06/09/2014,140.47,106.153179,175.64,27523.332484,176.76,8382.648564,187.69,3411.716206,176.43,8372.415078
06/10/2014,140.29,106.017153,175.67,27528.033577,176.59,8374.586501,185.57,3373.180118,176.5,8375.7369
06/11/2014,140.05,105.835785,174.96,27416.774376,175.37,8316.729343,182.8,3322.82872,175.84,8344.416864
06/12/2014,140.32,106.039824,175.71,27534.301701,175.91,8342.338249,183.28,3331.553872,176.55,8378.10963
06/13/2014,140.24,105.979368,173.32,27159.781292,172.95,8201.963505,178.53,3245.211222,174.14,8263.744044
06/16/2014,139.82,105.661974,173.06,27119.038486,172.97,8202.911983,178.36,3242.121064,173.99,8256.625854
06/17/2014,139.97,105.775329,175.34,27476.321554,175.38,8317.203582,182.27,3313.194698,176.31,8366.720526
06/18/2014,139.99,105.790443,173.45,27180.152695,173.6,8232.78904,181.42,3297.743908,174.6,8285.57316
06/19/2014,139.68,105.556176,173.14,27131.574734,172.99,8203.860461,179.22,3257.753628,174.19,8266.116774
06/20/2014,139.48,105.405036,172.48,27028.150688,172.32,8172.086448,178.4,3242.84816,173.59,8237.644014
06/23/2014,139.29,105.261453,171.97,26948.232107,172.03,8158.333517,178.73,3248.846702,173.13,8215.814898
06/24/2014,139.57,105.473049,174.29,27311.783299,174.23,8262.666097,182.59,3319.011466,175.15,8311.67319
06/25/2014,139.53,105.442821,173.91,27252.236121,174.06,8254.604034,183.69,3339.006606,174.81,8295.538626
06/26/2014,139.56,105.465492,172.19,26982.706789,172.41,8176.354599,181.12,3292.290688,173.14,8216.289444
06/27/2014,139.44,105.374808,172.44,27021.882564,172.79,8194.375681,180.41,3279.384734,173.55,8235.74583
06/30/2014,139.59,105.488163,174.6,27360.36126,175.21,8309.141519,184.33,3350.640142,175.69,8337.298674
07/01/2014,139.69,105.563733,175.3,27470.05343,175.86,8339.967054,184.82,3359.547068,176.36,8369.093256
07/02/2014,139.95,105.760215,177.53,27819.501343,178.05,8443.825395,186.94,3398.083156,178.41,8466.375186
07/03/2014,140.2,105.94914,177.54,27821.068374,177.83,8433.392137,185.97,3380.451078,178.27,8459.731542
07/04/2014,140.28,106.009596,178.68,27999.709908,178.75,8477.022125,186.85,3396.44719,179.25,8506.23705
07/07/2014,140.14,105.903798,179.63,28148.577853,179.39,8507.373421,187.19,3402.627506,180.01,8542.302546
07/08/2014,140.09,105.866013,176.06,27589.147786,174.9,8294.44011,179.69,3266.297006,176.37,8369.567802
07/09/2014,140.02,105.813114,175.15,27446.547965,173.84,8244.170776,178.92,3252.300408,175.46,8326.384116
07/10/2014,140.29,106.017153,174.65,27368.196415,173.84,8244.170776,179.17,3256.844758,175.19,8313.571374
07/11/2014,139.57,105.473049,172.27,26995.243037,170.79,8099.527881,173.22,3148.689228,172.84,8202.053064
07/14/2014,139.6,105.49572,172.2,26984.27382,171,8109.4869,174.43,3170.683882,172.83,8201.578518
07/15/2014,139.84,105.677088,173.73,27224.029563,172.97,8202.911983,177.87,3233.214138,174.4,8276.08224
07/16/2014,140.17,105.926469,175.94,27570.343414,175.14,8305.821846,179.71,3266.660554,176.6,8380.48236
07/17/2014,140.28,106.009596,176.07,27590.714817,175.77,8335.698903,180.78,3286.110372,177.05,8401.83693
07/18/2014,140.27,106.002039,176.62,27676.901522,176,8346.6064,180.09,3273.567966,177.51,8423.666046
07/21/2014,140.43,106.122951,177.16,27761.521196,176.42,8366.524438,179.55,3263.75217,178.06,8449.766076
07/22/2014,140.69,106.319433,179.3,28096.86583,178.13,8447.619307,180.5,3281.0207,179.97,8540.404362
07/23/2014,140.81,106.410117,180.16,28231.630496,178.59,8469.434301,180.3,3277.38522,180.56,8568.402576
07/24/2014,141.23,106.727511,181.01,28364.828131,179.35,8505.476465,180.77,3285.928598,181.41,8608.738986
07/25/2014,141.23,106.727511,180.01,28208.125031,178.07,8444.773873,179.28,3258.844272,180.41,8561.284386
07/28/2014,141.11,106.636827,179.29,28095.298799,177.39,8412.525621,177.53,3227.033822,179.65,8525.21889
07/29/2014,141.05,106.591485,,0,,0,,0,,0
07/30/2014,140.93,106.500801,179.95,28198.722845,178.45,8462.794955,176.21,3203.039654,180.6,8570.30076
07/31/2014,141.03,106.576371,178.62,27990.307722,177.16,8401.618124,174.44,3170.865656,179.12,8500.067952
08/01/2014,140.96,106.523472,175.77,27543.703887,174.69,8284.481091,171.59,3119.060066,176.46,8373.838716
08/04/2014,140.95,106.515915,177.44,27805.398064,176.65,8377.431935,173.68,3157.050832,178.26,8459.256996
08/05/2014,140.5,106.17585,178.71,28004.411001,177.91,8437.186049,174.84,3178.136616,179.59,8522.371614
08/06/2014,140.02,105.813114,177.05,27744.283855,176.36,8363.679004,172.76,3140.327624,177.98,8445.969708
08/07/2014,139.8,105.64686,176.52,27661.231212,175.98,8345.657922,173.02,3145.053748,177.56,8426.038776
08/08/2014,139.77,105.624189,174.76,27385.433756,173.74,8239.428386,169.9,3088.34026,175.63,8334.451398
08/11/2014,140.14,105.903798,176.07,27590.714817,175.02,8300.130978,170.13,3092.521062,176.87,8393.295102
08/12/2014,140.1,105.87357,178.56,27980.905536,177.27,8406.834753,172.66,3138.509884,179.3,8508.60978
08/13/2014,140.17,105.926469,178.95,28042.019745,177.07,8397.349973,170.34,3096.338316,179.59,8522.371614
08/14/2014,140.45,106.138065,180.23,28242.599713,178.52,8466.114628,172.93,3143.417782,180.95,8586.90987
08/15/2014,140.83,106.425231,,0,,0,,0,,0
08/18/2014,140.93,106.500801,182.21,28552.871851,180.71,8569.972969,176.75,3212.85545,183.06,8687.039076
08/19/2014,140.99,106.546143,182.42,28585.779502,181.52,8608.386328,177.94,3234.486556,183.68,8716.460928
08/20/2014,141.47,106.908879,181.68,28469.819208,181.14,8590.365246,176.2,3202.85788,183.23,8695.106358
08/21/2014,141.49,106.923993,182.04,28526.232324,181.56,8610.283284,177.17,3220.489958,183.53,8709.342738
08/22/2014,141.51,106.939107,182.45,28590.480595,182.02,8632.098278,177.26,3222.125924,184.08,8735.442768
08/25/2014,141.49,106.923993,182.57,28609.284967,181.53,8608.860567,175.82,3195.950468,183.95,8729.27367
08/26/2014,141.33,106.803081,182.61,28615.553091,181.41,8603.169699,174.23,3167.048402,183.91,8727.375486
08/27/2014,141.46,106.901322,183.46,28748.750726,182.07,8634.469473,176,3199.2224,184.73,8766.288258
08/28/2014,141.43,106.878651,183.99,28831.803369,182.36,8648.222404,177.35,3223.76189,185.22,8789.541012
08/29/2014,141.47,106.908879,,0,,0,,0,,0
09/01/2014,141.55,106.969335,185.58,29080.961298,184.6,8754.45194,180.62,3283.201988,187.03,8875.433838
09/02/2014,141.59,106.999563,186.63,29245.499553,185.79,8810.886381,181.55,3300.10697,188.2,8930.95572
09/03/2014,141.77,107.135589,187.46,29375.563126,186.62,8850.248218,180.89,3288.109886,188.94,8966.072124
09/04/2014,141.69,107.075133,187.09,29317.582979,186.13,8827.010507,181.06,3291.200044,188.61,8950.412106
09/05/2014,141.82,107.173374,186.68,29253.334708,185.98,8819.896922,183.19,3329.917906,188.31,8936.175726
09/08/2014,141.99,107.301843,188.72,29573.009032,188.06,8918.538634,185.42,3370.453508,190.39,9034.881294
09/09/2014,142.06,107.354742,188.35,29515.028885,187.93,8912.373527,184.91,3361.183034,190.06,9019.221276
09/10/2014,142.07,107.362299,186.91,29289.376421,186.58,8848.351262,183.78,3340.642572,188.75,8957.05575
09/11/2014,142.02,107.324514,186.5,29225.12815,186.48,8843.608872,184.24,3349.004176,188.53,8946.615738
09/12/2014,142.21,107.468097,186.95,29295.644545,186.8,8858.78452,184.01,3344.823374,188.91,8964.648486
09/15/2014,142.42,107.626794,185.26,29030.816306,185.4,8792.39106,182.72,3321.374528,187.36,8891.093856
09/16/2014,142.42,107.626794,183.02,28679.801362,182.35,8647.748165,177.8,3231.94172,184.85,8771.98281
09/17/2014,142.53,107.709921,183.98,28830.236338,183.22,8689.006958,178.92,3252.300408,185.8,8817.06468
09/18/2014,142.81,107.921517,187.3,29350.49063,186.66,8852.145174,182.73,3321.556302,189.1,8973.66486
09/19/2014,142.88,107.974416,187.15,29326.985165,186.43,8841.237677,181.56,3300.288744,189.07,8972.241222
09/22/2014,143.14,108.170898,187.96,29453.914676,186.99,8867.795061,182.94,3325.373556,189.74,9004.035804
09/23/2014,143.09,108.133113,184.98,28986.939438,183.93,8722.677927,179.26,3258.480724,186.87,8867.841102
09/24/2014,142.97,108.042429,184.77,28954.031787,183.46,8700.388694,178.93,3252.482182,186.53,8851.706538
09/25/2014,142.97,108.042429,182.86,28654.728866,181.02,8584.674378,175.05,3181.95387,184.48,8754.424608
09/26/2014,143.08,108.125556,183.95,28825.535245,182.6,8659.60414,177.73,3230.669302,185.8,8817.06468
09/29/2014,143.26,108.261582,183.75,28794.194625,182.44,8652.016316,177.09,3219.035766,185.58,8806.624668
09/30/2014,143.13,108.163341,183.98,28830.236338,182.48,8653.913272,176.34,3205.402716,185.68,8811.370128
10/01/2014,143.13,108.163341,183.54,28761.286974,182.04,8633.046756,175.18,3184.316932,185.24,8790.490104
10/02/2014,143.23,108.238911,,0,,0,,0,,0
10/03/2014,143.26,108.261582,,0,,0,,0,,0
10/06/2014,143.35,108.329595,,0,,0,,0,,0
10/07/2014,143.55,108.480735,181.5,28441.61265,179.89,8531.085371,172.92,3143.236008,183.18,8692.733628
10/08/2014,143.92,108.760344,181.33,28414.973123,179.83,8528.239937,175.59,3191.769666,182.93,8680.869978
10/09/2014,143.54,108.473178,184.02,28836.504462,182.6,8659.60414,178.25,3240.12155,185.58,8806.624668
10/10/2014,143.81,108.677217,181.68,28469.819208,180.22,8546.735258,175.41,3188.497734,183.28,8697.479088
10/13/2014,143.91,108.752787,182.27,28562.274037,180.88,8578.035032,175.81,3195.768694,183.9,8726.90094
10/14/2014,144.35,109.085295,182.03,28524.665293,180.57,8563.333623,176.44,3207.220456,183.61,8713.139106
10/15/2014,144.3,109.04751,,0,,0,,0,,0
10/16/2014,144.67,109.327119,179.73,28164.248163,177.64,8424.381596,174.57,3173.228718,180.93,8585.960778
10/17/2014,144.6,109.27422,180.49,28283.342519,178.5,8465.16615,176.63,3210.674162,181.56,8615.857176
10/20/2014,144.77,109.402689,182.71,28631.223401,180.88,8578.035032,180.64,3283.565536,183.88,8725.951848
10/21/2014,145.12,109.667184,183.71,28787.926501,182.06,8633.995234,181.8,3304.65132,185.05,8781.47373
10/22/2014,145.03,109.599171,185.18,29018.280058,183.63,8708.450757,182.42,3315.921308,186.66,8857.875636
10/23/2014,145.09,109.644513,185.62,29087.229422,184.22,8736.430858,183.03,3327.009522,187.17,8882.077482
10/24/2014,145.12,109.667184,,0,,0,,0,,0
10/27/2014,145.4,109.87878,184.94,28980.671314,183.54,8704.182606,182.7,3321.01098,186.64,8856.926544
10/28/2014,145.72,110.120604,185.82,29118.570042,184.26,8738.327814,183.68,3338.824832,187.42,8893.941132
10/29/2014,145.78,110.165946,187.35,29358.325785,185.63,8803.298557,184.03,3345.186922,188.87,8962.750302
10/30/2014,146.08,110.392656,189.07,29627.855117,187.49,8891.507011,185.05,3363.72787,190.75,9051.96495
10/31/2014,146.44,110.664708,192.69,30195.120339,191,9057.9649,189.04,3436.255696,194.34,9222.326964
11/03/2014,146.83,110.959431,192.67,30191.986277,191.13,9064.130007,189.31,3441.163594,194.3,9220.42878
11/04/2014,146.76,110.906532,,0,,0,,0,,0
11/05/2014,147.31,111.322167,193.05,30251.533455,191.4,9076.93446,189.67,3447.707458,194.66,9237.512436
11/06/2014,147.4,111.39018,,0,,0,,0,,0
11/07/2014,147.4,111.39018,192.73,30201.388463,191.59,9085.945001,190.37,3460.431638,194.71,9239.885166
11/10/2014,147.63,111.563991,192.77,30207.656587,191.64,9088.316196,189.28,3440.618272,194.74,9241.308804
11/11/2014,147.57,111.518649,193.01,30245.265331,192.15,9112.502385,189.35,3441.89069,195.1,9258.39246
11/12/2014,147.64,111.571548,193.7,30353.39047,192.83,9144.750637,189.11,3437.528114,195.7,9286.86522
11/13/2014,147.65,111.579105,193.23,30279.740013,192.13,9111.553907,187.77,3413.170398,195.14,9260.290644
11/14/2014,147.49,111.458193,193.96,30394.133276,192.94,9149.967266,189.08,3436.982792,195.84,9293.508864
11/17/2014,147.67,111.594219,194.87,30536.733097,193.89,9195.019971,191.4,3479.15436,196.75,9336.69255
11/18/2014,147.88,111.752916,194.77,30521.062787,194.03,9201.659317,191.89,3488.061286,196.62,9330.523452
11/19/2014,147.94,111.798258,193.86,30378.462966,192.81,9143.802159,190.11,3455.705514,195.61,9282.594306
11/20/2014,147.99,111.836043,194.1,30416.07171,193.1,9157.55509,189.66,3447.525684,196.08,9304.897968
11/21/2014,148.1,111.91917,195.95,30705.972445,194.69,9232.959091,191.5,3480.9721,197.91,9391.739886
11/24/2014,148.22,112.009854,197.09,30884.613979,195.7,9280.85723,191.75,3485.51645,198.94,9440.618124
11/25/2014,148.31,112.077867,195.97,30709.106507,193.92,9196.442688,188.94,3434.437956,197.46,9370.385316
11/26/2014,148.33,112.092981,196.31,30762.385561,194.27,9213.041053,189.88,3451.524712,197.77,9385.096242
11/27/2014,148.27,112.047639,196.67,30818.798677,194.75,9235.804525,189.52,3444.980848,198.15,9403.12899
11/28/2014,148.97,112.576629,198.44,31096.163164,196.96,9340.611344,192.53,3499.694822,200.37,9508.478202
12/01/2014,149.35,112.863795,197.51,30950.429281,196.33,9310.734287,190.26,3458.432124,199.69,9476.209074
12/02/2014,149.61,113.060277,196.71,30825.066801,195.9,9290.34201,190.71,3466.611954,199.01,9443.939946
12/03/2014,149.97,113.332329,196.7,30823.49977,196.32,9310.260048,192.59,3500.785466,199.26,9455.803596
12/04/2014,149.86,113.249202,197.53,30953.563343,196.96,9340.611344,194.57,3536.776718,199.94,9488.072724
12/05/2014,150.36,113.627052,196.8,30839.17008,196.24,9306.466136,194.1,3528.23334,199.26,9455.803596
12/08/2014,150.6,113.80842,194.46,30472.484826,193.97,9198.813883,192.78,3504.239172,197.04,9350.454384
12/09/2014,150.8,113.95956,192.23,30123.036913,191.51,9082.151089,188.83,3432.438442,194.64,9236.563344
12/10/2014,150.87,114.012459,192.47,30160.645657,192.16,9112.976624,190.02,3454.069548,195.06,9256.494276
12/11/2014,151.22,114.276954,190.88,29911.487728,190.6,9038.99534,188.61,3428.439414,193.57,9185.786922
12/12/2014,151.68,114.624576,189.15,29640.391365,188.89,8957.900471,185.57,3373.180118,192.04,9113.181384
12/15/2014,152.02,114.881514,188.93,29605.916683,188.52,8940.353628,184.66,3356.638684,191.86,9104.639556
12/16/2014,150.73,113.906661,185.29,29035.517399,184.8,8763.93672,180.36,3278.475864,188.43,8941.870278
12/17/2014,150.64,113.838648,184.8,28958.73288,184.06,8728.843034,180.4,3279.20296,187.53,8899.161138
12/18/2014,150.83,113.982231,187.68,29410.037808,187.47,8890.558533,184.44,3352.639656,190.52,9041.050392
12/19/2014,150.86,114.004902,189.38,29676.433078,188.76,8951.735364,185.75,3376.45205,192.06,9114.130476
12/22/2014,150.64,113.838648,191.66,30033.716146,190.96,9056.067944,187.96,3416.624104,194.3,9220.42878
12/23/2014,150.88,114.020016,190.31,29822.166961,189.68,8995.365352,187.1,3400.99154,193.06,9161.585076
12/24/2014,150.96,114.080472,188.25,29499.358575,188.01,8916.167439,185.09,3364.454966,191.15,9070.94679
12/25/2014,150.83,113.982231,,0,,0,,0,,0
12/26/2014,150.78,113.944446,188.48,29535.400288,188.42,8935.611238,185.47,3371.362378,191.41,9083.284986
12/29/2014,151.05,114.148485,189.54,29701.505574,189.62,8992.519918,186.4,3388.26736,192.61,9140.230506
12/30/2014,151.32,114.352524,189.6,29710.90776,189.96,9008.644044,186.93,3397.901382,192.77,9147.823242
12/31/2014,151.48,114.473436,190.26,29814.331806,190.76,9046.583164,187.93,3416.078782,193.52,9183.414192
01/01/2015,,0,190.32,29823.733992,190.98,9057.016422,188.53,3426.985222,193.56,9185.312376
01/02/2015,151.36,114.382752,192.95,30235.863145,193.4,9171.78226,190.12,3455.887288,196.14,9307.745244
01/05/2015,151.62,114.579234,192.63,30185.718153,193.08,9156.606612,190.34,3459.886316,195.84,9293.508864
01/06/2015,151.29,114.329853,186.72,29259.602832,187.37,8885.816143,183.96,3343.914504,190.05,9018.74673
01/07/2015,151.41,114.420537,186.17,29173.416127,186.89,8863.052671,185.14,3365.363836,189.58,8996.443068
01/08/2015,151.71,114.647247,188.71,29571.442001,189.9,9005.79861,187.16,3402.082184,192.5,9135.0105
01/09/2015,151.69,114.632133,189.98,29770.454938,190.8,9048.48012,186.68,3393.357032,193.7,9191.95602
01/12/2015,152.08,114.926856,190.85,29906.786635,191.85,9098.275215,187.08,3400.627992,194.8,9244.15608
01/13/2015,152.46,115.214022,189.75,29734.413225,191.26,9070.295114,186.39,3388.085586,194.24,9217.581504
01/14/2015,152.45,115.206465,189.2,29648.22652,190.85,9050.851315,185.23,3366.999802,193.86,9199.548756
01/15/2015,153.38,115.909266,194.25,30439.577175,195.5,9271.37245,189.41,3442.981334,198.75,9431.60175
01/16/2015,153.66,116.120862,194.57,30489.722167,196.15,9302.197985,190.12,3455.887288,199.26,9455.803596
01/19/2015,153.55,116.037735,195.54,30641.724174,197.13,9348.673407,191.11,3473.882914,200.34,9507.054564
01/20/2015,153.66,116.120862,199.15,31207.422365,199.94,9481.934566,193,3508.2382,203.65,9664.12929
01/21/2015,153.92,116.317344,199.87,31320.248597,200.54,9510.388906,192.76,3503.875624,204.35,9697.34751
01/22/2015,154.04,116.408028,200.71,31451.879201,201.42,9552.121938,193.84,3523.507216,205.3,9742.42938
01/23/2015,154.23,116.551611,202.6,31748.04806,203.14,9633.691046,194.71,3539.321554,207.02,9824.051292
01/26/2015,154.31,116.612067,,0,,0,,0,,0
01/27/2015,154.21,116.536497,204.64,32067.722384,204.8,9712.41472,197.54,3590.763596,208.9,9913.26594
01/28/2015,154.42,116.695194,204.56,32055.186136,204.99,9721.425261,197.77,3594.944398,208.96,9916.113216
01/29/2015,154.35,116.642295,205.41,32188.383771,205.61,9750.828079,197.62,3592.217788,209.65,9948.85689
01/30/2015,154.44,116.710308,201.96,31647.758076,202.97,9625.628983,195.14,3547.137836,206.65,9806.49309
02/02/2015,154.8,116.98236,201.54,31581.942774,202.79,9617.092681,196.42,3570.404908,206.15,9782.76579
02/03/2015,155.02,117.148614,200.69,31448.745139,201.75,9567.771825,195.89,3560.770886,205.27,9741.005742
02/04/2015,154.58,116.816106,199.89,31323.382659,200.94,9529.358466,194.54,3536.231396,204.43,9701.143878
02/05/2015,154.78,116.967246,199.67,31288.907977,200.39,9503.275321,192.94,3507.147556,204.25,9692.60205
02/06/2015,154.61,116.838777,198.75,31144.741125,199.3,9451.58327,192.09,3491.696766,203.09,9637.554714
02/09/2015,154.83,117.005031,195.36,30613.517616,196.17,9303.146463,187.19,3402.627506,199.97,9489.496362
02/10/2015,154.89,117.050373,196.24,30751.416344,197.24,9353.890036,188.64,3428.984736,200.97,9536.950962
02/11/2015,154.78,116.967246,197.48,30945.728188,198.98,9436.407622,190.5,3462.7947,202.44,9606.709224
02/12/2015,154.64,116.861448,199.35,31238.762985,200.95,9529.832705,192.82,3504.966268,204.41,9700.194786
02/13/2015,155.03,117.156171,201.36,31553.736216,202.97,9625.628983,194.34,3532.595916,206.52,9800.323992
02/16/2015,155.02,117.148614,201.65,31599.180115,202.95,9624.680505,194.8,3540.95752,206.54,9801.273084
02/17/2015,155.01,117.141057,,0,,0,,0,,0
02/18/2015,155.03,117.156171,202.92,31798.193052,204.22,9684.908858,196.45,3570.95023,207.9,9865.81134
02/19/2015,155.01,117.141057,203.91,31953.329121,204.86,9715.260154,196.34,3568.950716,208.55,9896.65683
02/20/2015,155.2,117.28464,202.31,31702.604161,203.66,9658.351474,195.78,3558.771372,207.18,9831.644028
