Effective date ,S&P BSE India Government Bond Index (Base value),S&P BSE India Government Bond Index (Real Value),S&P BSE SENSEX (TR) (Base value),S&P BSE SENSEX (TR) (Real Value),S&P BSE 100 (TR) (Base value),S&P BSE 100 (TR) (Real Value),S&P BSE Bharat 22 Index TR (Base value),S&P BSE Bharat 22 Index TR (Real Value),S&P BSE SENSEX 50 TR (Base value),S&P BSE SENSEX 50 TR (Real Value)
07/31/2009,100,75.57,100,15670.31,100,4742.39,100,1817.74,100,4745.46
08/03/2009,99.96,75.539772,101.63,15925.736053,101.65,4820.639435,100.62,1829.009988,101.55,4819.01463
08/04/2009,99.87,75.471759,101.04,15833.281224,101.08,4793.607812,100.08,1819.194192,101.01,4793.389146
08/05/2009,99.82,75.433974,101.51,15906.931681,101.42,4809.731938,100.05,1818.64887,101.44,4813.794624
08/06/2009,99.42,75.131694,99.02,15516.740962,99.04,4696.863056,97.85,1778.65859,99.09,4702.276314
08/07/2009,99.39,75.109023,96.76,15162.591956,96.73,4587.313847,96.5,1754.1191,96.87,4596.927102
08/10/2009,99.35,75.078795,95.8,15012.15698,95.57,4532.302123,95.49,1735.759926,95.96,4553.743416
08/11/2009,99.43,75.139251,96.22,15077.972282,96.27,4565.498853,96,1745.0304,96.59,4583.639814
08/12/2009,99.56,75.237492,95.87,15023.126197,96.08,4556.488312,95.27,1731.760898,96.33,4571.301618
08/13/2009,99.51,75.199707,99.05,15521.442055,99.31,4709.667509,98.83,1796.472442,99.41,4717.461786
08/14/2009,99.49,75.184593,98.37,15414.883947,98.73,4682.161647,99.15,1802.28921,98.79,4688.039934
08/17/2009,99.31,75.048567,94.37,14788.071547,94.67,4489.620613,94.92,1725.398808,94.73,4495.374258
08/18/2009,99.11,74.897427,96.02,15046.631662,96.26,4565.024614,97.1,1765.02554,96.27,4568.454342
08/19/2009,99.13,74.912541,94.58,14820.979198,94.71,4491.517569,96.11,1747.029914,94.78,4497.746988
08/20/2009,99.05,74.852085,95.87,15023.126197,95.98,4551.745922,97.48,1771.932952,96.08,4559.437968
08/21/2009,99.09,74.882313,97.34,15253.479754,97.5,4623.83025,98.63,1792.836962,97.59,4631.094414
08/24/2009,98.67,74.564919,99.82,15642.103442,99.86,4735.750654,100.65,1829.55531,99.97,4744.036362
08/25/2009,98.7,74.58759,100.2,15701.65062,100.21,4752.349019,100.5,1826.8287,100.27,4758.272742
08/26/2009,99,74.8143,100.72,15783.136232,100.81,4780.803359,100.39,1824.829186,100.76,4781.525496
08/27/2009,99.14,74.920098,100.79,15794.105449,100.97,4788.391183,101.19,1839.371106,100.89,4787.694594
08/28/2009,98.67,74.564919,101.71,15938.272301,101.9,4832.49541,101.48,1844.642552,101.78,4829.929188
08/31/2009,98.34,74.315538,100.08,15682.846248,100.72,4776.535208,100.32,1823.556768,100.37,4763.018202
09/01/2009,98.32,74.300424,99.35,15568.452985,99.79,4732.430981,99.34,1805.742916,99.58,4725.529068
09/02/2009,98.58,74.496906,98.82,15485.400342,99.42,4714.884138,98.96,1798.835504,99.24,4709.394504
09/03/2009,98.31,74.292867,98.38,15416.450978,99.13,4701.131207,98.7,1794.10938,98.87,4691.836302
09/04/2009,98.39,74.353323,100.24,15707.918744,100.81,4780.803359,100.6,1828.64644,100.68,4777.729128
09/07/2009,98.88,74.723616,102.33,16035.428223,103.1,4889.40409,102.16,1857.003184,102.85,4880.70561
09/08/2009,98.52,74.451564,103.02,16143.553362,103.47,4906.950933,102.76,1867.909624,103.4,4906.80564
09/09/2009,98.61,74.519577,103.4,16203.10054,103.62,4914.064518,102.23,1858.275602,103.66,4919.143836
09/10/2009,98.51,74.444007,103.63,16239.142253,103.71,4918.332669,102.05,1855.00367,103.84,4927.685664
09/11/2009,98.34,74.315538,103.98,16293.988338,103.82,4923.549298,102.51,1863.365274,104.03,4936.702038
09/14/2009,98.95,74.776515,103.67,16245.410377,103.76,4920.703864,102.41,1861.547534,103.9,4930.53294
09/15/2009,98.96,74.784072,105.21,16486.733151,105.52,5004.169928,103.79,1886.632346,105.53,5007.883938
09/16/2009,99.55,75.229935,106.63,16709.251553,106.88,5068.666432,104.56,1900.628944,106.84,5070.049464
09/17/2009,99.2,74.96544,106.85,16743.726235,106.91,5070.089149,104.68,1902.810232,106.96,5075.744016
09/18/2009,99.61,75.275277,107.04,16773.499824,107.25,5086.213275,105.13,1910.990062,107.2,5087.13312
09/21/2009,99.43,75.139251,,0,,0,,0,,0
09/22/2009,99.36,75.086352,107.98,16920.800738,108.12,5127.472068,106.17,1929.894558,108.04,5126.994984
09/23/2009,99.6,75.26772,106.91,16753.128421,107.08,5078.151212,105.3,1914.08022,107.03,5079.065838
09/24/2009,99.74,75.373518,107.31,16815.809661,107.46,5096.172294,106.02,1927.167948,107.39,5096.149494
09/25/2009,99.75,75.381075,106.74,16726.488894,107.12,5080.048168,105.88,1924.623112,106.97,5076.218562
09/28/2009,99.62,75.282834,,0,,0,,0,,0
09/29/2009,99.73,75.365961,107.77,16887.893087,107.91,5117.513049,106.04,1927.531496,107.89,5119.876794
09/30/2009,99.44,75.146808,109.52,17162.123512,109.46,5191.020094,107.8,1959.52372,109.57,5199.600522
10/01/2009,99.4,75.11658,109.57,17169.958667,109.6,5197.65944,107.8,1959.52372,109.67,5204.345982
10/02/2009,99.45,75.154365,,0,,0,,0,,0
10/05/2009,99.55,75.229935,107.85,16900.429335,107.88,5116.090332,106.96,1944.254704,108.01,5125.571346
10/06/2009,99.42,75.131694,108.44,16992.884164,108.34,5137.905326,108.29,1968.430646,108.65,5155.94229
10/07/2009,99.2,74.96544,107.47,16840.882157,107.89,5116.564571,107.51,1954.252274,107.86,5118.453156
10/08/2009,99.39,75.109023,107.71,16878.490901,108.4,5140.75076,108.45,1971.33903,108.33,5140.756818
10/09/2009,99.29,75.033453,106.42,16676.343902,107.31,5089.058709,107.55,1954.97937,107.14,5084.285844
10/12/2009,98.99,74.806743,108.88,17061.833528,109.56,5195.762484,109.75,1994.96965,109.48,5195.329608
10/13/2009,98.99,74.806743,,0,,0,,0,,0
10/14/2009,98.91,74.746287,110.18,17265.547558,111.07,5267.372573,111.53,2027.325422,110.91,5263.189686
10/15/2009,98.94,74.768958,110,17237.341,111.11,5269.269529,111.85,2033.14219,110.97,5266.036962
10/16/2009,98.78,74.648046,110.91,17379.940821,111.9,5306.73441,112.41,2043.321534,111.7,5300.67882
10/17/2009,,0,110.93,17383.074883,111.98,5310.528322,,0,,0
10/19/2009,98.76,74.632932,,0,,0,,0,,0
10/20/2009,98.76,74.632932,110.27,17279.650837,111.29,5277.805831,111.75,2031.32445,111.08,5271.256968
10/21/2009,98.9,74.73873,108.9,17064.96759,109.96,5214.732044,110.28,2004.603672,109.8,5210.51508
10/22/2009,98.85,74.700945,107.49,16844.016219,108.47,5144.070433,108.59,1973.883866,108.42,5145.027732
10/23/2009,98.74,74.617818,107.63,16865.954653,108.68,5154.029452,108.98,1980.973052,108.64,5155.467744
10/26/2009,98.74,74.617818,107.18,16795.438258,107.85,5114.667615,108.54,1972.974996,108.09,5129.367714
10/27/2009,99.12,74.904984,104.7,16406.81457,105.07,4982.829173,106.49,1935.711326,105.56,5009.307576
10/28/2009,99.27,75.018339,104.26,16337.865206,104.76,4968.127764,106.31,1932.439394,105.11,4987.953006
10/29/2009,99.37,75.093909,102.79,16107.511649,103.05,4887.032895,105.8,1923.16892,103.46,4909.652916
10/30/2009,99.16,74.935212,101.78,15949.241518,102.24,4848.619536,105.42,1916.261508,102.5,4864.0965
11/02/2009,99.2,74.96544,,0,,0,,0,,0
11/03/2009,99.4,75.11658,98.64,15457.193784,98.99,4694.491861,103.17,1875.362358,99.49,4721.258154
11/04/2009,99.39,75.109023,101.89,15966.478859,102.26,4849.568014,105.13,1910.990062,102.64,4870.740144
11/05/2009,99.42,75.131694,102.86,16118.480866,103.59,4912.641801,105.78,1922.805372,103.8,4925.78748
11/06/2009,99.35,75.078795,103.49,16217.203819,104.6,4960.53994,107.05,1945.89067,104.51,4959.480246
11/09/2009,99.64,75.297948,105.67,16558.816577,106.82,5065.820998,109.48,1990.061752,106.85,5070.52401
11/10/2009,99.56,75.237492,105.3,16500.83643,106.59,5054.913501,109.41,1988.789334,106.49,5053.440354
11/11/2009,99.49,75.184593,107.92,16911.398552,109.15,5176.318685,111.08,2019.145592,109.1,5177.29686
11/12/2009,99.42,75.131694,106.93,16756.262483,107.93,5118.461527,109.84,1996.605616,107.95,5122.72407
11/13/2009,99.48,75.177036,107.91,16909.831521,108.8,5159.72032,110.52,2008.966248,108.91,5168.280486
11/16/2009,99.66,75.313062,109.09,17094.741179,110.05,5219.000195,111.42,2025.325908,110.12,5225.700552
11/17/2009,99.86,75.464202,109.2,17111.97852,110.18,5225.165302,111.22,2021.690428,110.25,5231.86965
11/18/2009,99.84,75.449088,108.87,17060.266497,110.11,5221.845629,110.87,2015.328338,110.11,5225.226006
11/19/2009,99.99,75.562443,107.51,16847.150281,108.65,5152.606735,109.56,1991.515944,108.68,5157.365928
11/20/2009,100.22,75.736254,109.02,17083.771962,109.91,5212.360849,110.92,2016.237208,110.13,5226.175098
11/23/2009,100.31,75.804267,110.03,17242.042093,110.83,5255.990837,112.06,2036.959444,111.13,5273.629698
11/24/2009,100.36,75.842052,109.72,17193.464132,110.53,5241.763667,111.86,2033.323964,110.71,5253.698766
11/25/2009,100.43,75.894951,110.15,17260.846465,110.97,5262.630183,113.06,2055.136844,111.14,5274.104244
11/26/2009,100.55,75.985635,107.95,16916.099645,108.94,5166.359666,110.93,2016.418982,109,5172.5514
11/27/2009,100.73,76.121661,106.52,16692.014212,107.53,5099.491967,109.56,1991.515944,107.59,5105.640414
11/30/2009,100.52,75.962964,108.41,16988.183071,109.41,5188.648899,111.07,2018.963818,109.46,5194.380516
12/01/2009,100.49,75.940293,110.15,17260.846465,111.41,5283.496699,112.21,2039.686054,111.3,5281.69698
12/02/2009,100.23,75.743811,109.97,17232.639907,111.5,5287.76485,112.36,2042.412664,111.23,5278.375158
12/03/2009,100.1,75.64557,110.07,17248.310217,111.84,5303.888976,113.12,2056.227488,111.45,5288.81517
12/04/2009,100.08,75.630456,109.53,17163.690543,111.45,5285.393655,112.59,2046.593466,110.99,5266.986054
12/07/2009,99.73,75.365961,108.77,17044.596187,110.53,5241.763667,112.5,2044.9575,110.09,5224.276914
12/08/2009,100.08,75.630456,110.34,17290.620054,112.2,5320.96158,113.39,2061.135386,111.73,5302.102458
12/09/2009,100.1,75.64557,109.68,17187.196008,111.48,5286.816372,112.72,2048.956528,110.98,5266.511508
12/10/2009,99.87,75.471759,110.09,17251.444279,111.87,5305.311693,113.37,2060.771838,111.47,5289.764262
12/11/2009,99.82,75.433974,109.64,17180.927884,111.36,5281.125504,112.7,2048.59298,111.02,5268.409692
12/14/2009,99.9,75.49443,109.51,17160.556481,111.22,5274.486158,112.65,2047.68411,110.85,5260.34241
12/15/2009,99.79,75.411303,108.09,16938.038079,109.62,5198.607918,111.17,2020.781558,109.35,5189.16051
12/16/2009,99.88,75.479316,108.32,16974.079792,109.83,5208.566937,110.79,2013.874146,109.49,5195.804154
12/17/2009,99.92,75.509544,108.2,16955.27542,109.9,5211.88661,110.7,2012.23818,109.47,5194.855062
12/18/2009,99.94,75.524658,107.09,16781.334979,108.85,5162.091515,109.68,1993.697232,108.42,5145.027732
12/21/2009,99.99,75.562443,106.33,16662.240623,108.11,5126.997829,108.77,1977.155798,107.65,5108.48769
12/22/2009,100.02,75.585114,106.97,16762.530607,109.01,5169.679339,109.87,1997.150938,108.46,5146.925916
12/23/2009,100.2,75.72114,110.43,17304.723333,112.09,5315.744951,113.01,2054.227974,111.73,5302.102458
12/24/2009,100.22,75.736254,111.26,17434.786906,112.82,5350.364398,113.54,2063.861996,112.44,5335.795224
12/25/2009,100.28,75.781596,,0,,0,,0,,0
12/28/2009,100.35,75.834495,,0,,0,,0,,0
12/29/2009,100.44,75.902508,111.52,17475.529712,113.02,5359.849178,113.56,2064.225544,112.65,5345.76069
12/30/2009,100.46,75.917622,111.15,17417.549565,112.71,5345.147769,112.9,2052.22846,112.27,5327.727942
12/31/2009,100.72,76.114104,111.93,17539.777983,113.33,5374.550587,114.25,2076.76795,112.94,5359.522524
01/01/2010,100.84,76.204788,,0,,0,,0,,0
01/04/2010,100.83,76.197231,112.53,17633.799843,114.16,5413.912424,115.32,2096.217768,113.68,5394.638928
01/05/2010,100.96,76.295472,113.35,17762.296385,115.34,5469.872626,116.69,2121.120806,114.62,5439.246252
01/06/2010,100.89,76.242573,113.44,17776.399664,115.56,5480.305884,116.08,2110.032592,114.78,5446.838988
01/07/2010,100.86,76.219902,112.89,17690.212959,115.04,5455.645456,115.95,2107.66953,114.32,5425.009872
01/08/2010,100.84,76.204788,112.41,17614.995471,114.72,5440.469808,116.26,2113.304524,113.96,5407.926216
01/11/2010,100.89,76.242573,112.32,17600.892192,115.04,5455.645456,117.08,2128.209992,114.08,5413.620768
01/12/2010,100.85,76.212345,111.65,17495.901115,114.12,5412.015468,115.47,2098.944378,113.22,5372.809812
01/13/2010,100.88,76.235016,112.21,17583.654851,114.67,5438.098613,115.27,2095.308898,113.74,5397.486204
01/14/2010,100.99,76.318143,112.7,17660.43937,115.23,5464.655997,115.9,2106.76066,114.26,5422.162596
01/15/2010,101.21,76.484397,112.5,17629.09875,115.09,5458.016651,116,2108.5784,114.07,5413.146222
01/18/2010,101.01,76.333257,113.06,17716.852486,115.66,5485.048274,116.73,2121.847902,114.58,5437.348068
01/19/2010,101.02,76.340814,112.06,17560.149386,114.63,5436.201657,115.8,2104.94292,113.56,5388.944376
01/20/2010,101.11,76.408827,111.99,17549.180169,114.45,5427.665355,114.63,2083.675362,113.53,5387.520738
01/21/2010,101.2,76.47684,109.27,17122.947737,111.62,5293.455718,111.21,2021.508654,110.74,5255.122404
01/22/2010,101.37,76.605309,108.05,16931.769955,110.38,5234.650082,109.55,1991.33417,109.44,5193.431424
01/25/2010,101.33,76.575081,107.54,16851.851374,109.56,5195.762484,109.84,1996.605616,108.87,5166.382302
01/26/2010,101.33,76.575081,,0,,0,,0,,0
01/27/2010,101.44,76.658208,104.41,16361.370671,106.02,5027.881878,107.24,1949.344376,105.61,5011.680306
01/28/2010,101.46,76.673322,104.52,16378.608012,106.53,5052.068067,106.92,1943.527608,106.01,5030.662146
01/29/2010,101.41,76.635537,104.84,16428.753004,106.93,5071.037627,107.05,1945.89067,106.28,5043.474888
02/01/2010,101.46,76.673322,104.83,16427.185973,107.45,5095.698055,107.59,1955.706466,106.54,5055.813084
02/02/2010,101.11,76.408827,103.6,16234.44116,105.96,5025.036444,105.82,1923.532468,105.11,4987.953006
02/03/2010,101.06,76.371042,105.73,16568.218763,108.14,5128.420546,108.4,1970.43016,107.26,5089.980396
02/04/2010,101.14,76.431498,103.99,16295.555369,106.33,5042.583287,107.76,1958.796624,105.52,5007.409392
02/05/2010,101.22,76.491954,101.23,15863.054813,103.53,4909.796367,105.25,1913.17135,102.79,4877.858334
02/06/2010,,0,102.03,15988.417293,104.47,4954.374833,,0,,0
02/08/2010,101.28,76.537296,102.16,16008.788696,104.56,4958.642984,105.98,1926.440852,103.71,4921.516566
02/09/2010,101.27,76.529739,102.86,16118.480866,105.27,4992.313953,106.28,1931.894072,104.42,4955.209332
02/10/2010,101.15,76.439055,102.09,15997.819479,104.55,4958.168745,105.19,1912.080706,103.6,4916.29656
02/11/2010,100.9,76.25013,103.57,16229.740067,105.9,5022.19101,105.87,1924.441338,105.02,4983.682092
02/12/2010,100.92,76.265244,,0,,0,,0,,0
02/15/2010,100.39,75.864723,102.83,16113.779773,105.29,4993.262431,105.09,1910.262966,104.36,4952.362056
02/16/2010,100.69,76.091433,104.04,16303.390524,106.47,5049.222633,106.45,1934.98423,105.56,5009.307576
02/17/2010,100.7,76.09899,105.34,16507.104554,107.7,5107.55403,107.36,1951.525664,106.78,5067.202188
02/18/2010,100.75,76.136775,104.69,16405.247539,107.07,5077.676973,107.51,1954.252274,106.23,5041.102158
02/19/2010,100.75,76.136775,103.82,16268.915842,106.1,5031.67579,106.83,1941.891642,105.32,4997.918472
02/22/2010,100.89,76.242573,104.11,16314.359741,106.17,5034.995463,107.15,1947.70841,105.52,5007.409392
02/23/2010,101,76.3257,104.42,16362.937702,106.35,5043.531765,107.04,1945.708896,105.77,5019.273042
02/24/2010,101.05,76.363485,104.23,16333.164113,106.22,5037.366658,107.31,1950.616794,105.57,5009.782122
02/25/2010,101,76.3257,104.22,16331.597082,106.22,5037.366658,107.5,1954.0705,105.59,5010.731214
02/26/2010,101,76.3257,105.34,16507.104554,107.61,5103.285879,108.35,1969.52129,106.89,5072.422194
03/01/2010,101.03,76.348371,,0,,0,,0,,0
03/02/2010,100.92,76.265244,107.54,16851.851374,109.67,5200.979113,109.28,1986.426272,108.88,5166.856848
03/03/2010,101.02,76.340814,109,17080.6379,111.23,5274.960397,109.93,1998.241582,110.36,5237.089656
03/04/2010,101.07,76.378599,108.82,17052.431342,111.26,5276.383114,110.14,2002.058836,110.22,5230.446012
03/05/2010,101.06,76.371042,108.97,17075.936807,111.55,5290.136045,110.23,2003.694802,110.51,5244.207846
03/08/2010,101,76.3257,109.66,17184.061946,112.22,5321.910058,111.37,2024.417038,111.3,5281.69698
03/09/2010,101.19,76.469283,109.34,17133.916954,111.59,5292.033001,110.51,2008.784474,110.84,5259.867864
03/10/2010,101.19,76.469283,109.63,17179.360853,111.81,5302.466259,110.35,2005.87609,111.14,5274.104244
03/11/2010,101.22,76.491954,110.08,17249.877248,112.05,5313.847995,110.77,2013.510598,111.56,5294.035176
03/12/2010,101.19,76.469283,110.07,17248.310217,112.01,5311.951039,110.8,2014.05592,111.57,5294.509722
03/15/2010,101.24,76.507068,110.06,17246.743186,111.75,5299.620825,110.01,1999.695774,111.39,5285.967894
03/16/2010,101.27,76.529739,111.46,17466.127526,113.09,5363.168851,110.93,2016.418982,112.75,5350.50615
03/17/2010,101.45,76.665765,112.14,17572.685634,113.74,5393.994386,111.93,2034.596382,113.4,5381.35164
03/18/2010,101.62,76.794234,112.37,17608.727347,114,5406.3246,111.69,2030.233806,113.65,5393.21529
03/19/2010,101.67,76.832019,112.75,17668.274525,114.34,5422.448726,112.32,2041.685568,113.99,5409.349854
03/22/2010,101.64,76.809348,111.67,17499.035177,113.18,5367.437002,111.96,2035.141704,112.89,5357.149794
03/23/2010,101.8,76.93026,111.95,17542.912045,113.53,5384.035367,112.1,2037.68654,113.27,5375.182542
03/24/2010,101.8,76.93026,,0,,0,,0,,0
03/25/2010,101.86,76.975602,112.64,17651.037184,114.12,5412.015468,112.17,2038.958958,113.98,5408.875308
03/26/2010,101.88,76.990716,113.19,17737.223889,114.77,5442.841003,112.85,2051.31959,114.52,5434.500792
03/29/2010,102.07,77.134299,113.62,17804.606222,115.15,5460.862085,113.92,2070.769408,114.95,5454.90627
03/30/2010,102.36,77.353452,112.84,17682.377804,114.49,5429.562311,113.77,2068.042798,114.2,5419.31532
03/31/2010,102.19,77.224983,112.44,17619.696564,114.32,5421.500248,113.46,2062.407804,113.93,5406.502578
04/01/2010,102.13,77.179641,113.5,17785.80185,115.23,5464.655997,113.85,2069.49699,114.88,5451.584448
04/02/2010,102.15,77.194755,,0,,0,,0,,0
04/05/2010,102.23,77.255211,115.05,18028.691655,116.74,5536.266086,114.23,2076.404402,116.41,5524.189986
04/06/2010,102.38,77.368566,115.09,18034.959779,116.82,5540.059998,114.02,2072.587148,116.48,5527.511808
04/07/2010,102.57,77.512149,115.27,18063.166337,117.13,5554.761407,114.53,2081.857622,116.73,5539.375458
04/08/2010,102.36,77.353452,113.64,17807.740284,115.67,5485.522513,113.38,2060.953612,115.11,5462.499006
04/09/2010,102.36,77.353452,115.04,18027.124624,116.82,5540.059998,114.08,2073.677792,116.4,5523.71544
04/12/2010,102.2,77.23254,114.52,17945.639012,116.28,5514.451092,112.85,2051.31959,115.85,5497.61541
04/13/2010,102.19,77.224983,114.39,17925.267609,116.07,5504.492073,112.52,2045.321048,115.61,5486.226306
04/14/2010,102.18,77.217426,,0,,0,,0,,0
04/15/2010,102.1,77.15697,113.22,17741.924982,115.1,5458.49089,111.12,2019.872688,114.58,5437.348068
04/16/2010,101.97,77.058729,112.91,17693.347021,114.73,5440.944047,111.24,2022.053976,114.26,5422.162596
04/19/2010,101.98,77.066286,111.69,17502.169239,113.49,5382.138411,110.17,2002.604158,113.06,5365.217076
04/20/2010,101.99,77.073843,112.07,17561.716417,114.19,5415.335141,111.39,2024.780586,113.61,5391.317106
04/21/2010,102.18,77.217426,112.15,17574.252665,114.64,5436.675896,111.79,2032.051546,113.93,5406.502578
04/22/2010,102.28,77.292996,112.8,17676.10968,115.09,5458.016651,112.47,2044.412178,114.5,5433.5517
04/23/2010,102.25,77.270325,113.57,17796.771067,115.59,5481.728601,113.36,2060.590064,115.13,5463.448098
04/26/2010,102.21,77.240097,113.9,17848.48309,116.04,5503.069356,113.83,2069.133442,115.59,5485.277214
04/27/2010,102.31,77.315667,113.55,17793.637005,115.81,5492.161859,114.47,2080.766978,115.37,5474.837202
04/28/2010,102.41,77.391237,111.56,17481.797836,113.96,5404.427644,113.81,2068.769894,113.49,5385.622554
04/29/2010,102.5,77.45925,112.35,17605.593285,114.65,5437.150135,113.71,2066.952154,114.24,5421.213504
04/30/2010,102.58,77.519706,112.7,17660.43937,115.34,5469.872626,114.68,2084.584232,114.69,5442.568074
05/03/2010,102.73,77.633061,111.59,17486.498929,114.43,5426.716877,114.34,2078.403916,113.59,5390.368014
05/04/2010,102.96,77.806872,110,17237.341,112.66,5342.776574,113.1,2055.86394,111.94,5312.067924
05/05/2010,103.19,77.980683,109.68,17187.196008,112.41,5330.920599,112.81,2050.592494,111.48,5290.238808
05/06/2010,103.16,77.958012,109.04,17086.906024,111.77,5300.569303,113.09,2055.682166,110.79,5257.495134
05/07/2010,103.56,78.260292,107.63,16865.954653,109.92,5212.835088,112.08,2037.322992,109.12,5178.245952
05/10/2010,103.25,78.026025,111.34,17447.323154,113.56,5385.458084,113.88,2070.042312,112.9,5357.62434
05/11/2010,103.21,77.995797,110.13,17257.712403,112.25,5323.332775,113.24,2058.408776,111.61,5296.407906
05/12/2010,103.41,78.146937,110.48,17312.558488,112.71,5345.147769,114.34,2078.403916,112.07,5318.237022
05/13/2010,103.59,78.282963,110.93,17383.074883,113.31,5373.602109,114.87,2088.037938,112.6,5343.38796
05/14/2010,103.85,78.479445,109.18,17108.844458,111.63,5293.929957,113.76,2067.861024,110.87,5261.291502
05/17/2010,104.06,78.638142,108.16,16949.007296,110.98,5263.104422,114.06,2073.314244,110.16,5227.598736
05/18/2010,103.96,78.562572,108.42,16989.750102,111.04,5265.949856,115.45,2098.58083,110.38,5238.038748
05/19/2010,104.13,78.691041,105.44,16522.774864,107.97,5120.358483,112.79,2050.228946,107.38,5095.674948
05/20/2010,104.13,78.691041,106.15,16634.034065,108.53,5146.915867,115.55,2100.39857,108.06,5127.944076
05/21/2010,104.32,78.834624,105.68,16560.383608,108.02,5122.729678,115.1,2092.21874,107.65,5108.48769
05/24/2010,104.19,78.736383,105.83,16583.889073,108.14,5128.420546,114.79,2086.583746,107.79,5115.131334
05/25/2010,104.4,78.89508,102.96,16134.151176,105.12,4985.200368,111.8,2032.23332,104.9,4977.98754
05/26/2010,104.14,78.698598,105.37,16511.805647,107.43,5094.749577,113.36,2060.590064,107.17,5085.709482
05/27/2010,103.94,78.547458,107.16,16792.304196,109.17,5177.267163,115.84,2105.670016,109.08,5176.347768
05/28/2010,103.91,78.524787,108.42,16989.750102,110.58,5244.134862,116.88,2124.574512,110.3,5234.24238
05/31/2010,104.11,78.675927,108.95,17072.802745,111.34,5280.177026,118.49,2153.840126,110.89,5262.240594
06/01/2010,104.01,78.600357,106.55,16696.715305,109.01,5169.679339,116.71,2121.484354,108.53,5150.247738
06/02/2010,104.12,78.683484,107.64,16867.521684,110.09,5220.897151,118.18,2148.205132,109.64,5202.922344
06/03/2010,103.98,78.577686,109.45,17151.154295,111.91,5307.208649,120,2181.288,111.46,5289.289716
06/04/2010,103.93,78.539901,110.06,17246.743186,112.43,5331.869077,120.39,2188.377186,112,5314.9152
06/07/2010,104.27,78.796839,107.89,16906.697459,110.32,5231.804648,118.84,2160.202216,109.91,5215.735086
06/08/2010,104.19,78.736383,106.84,16742.159204,109.27,5182.009553,118.35,2151.29529,108.91,5168.280486
06/09/2010,104.12,78.683484,107.37,16825.211847,109.93,5213.309327,119.06,2164.201244,109.58,5200.075068
06/10/2010,104.05,78.630585,109.22,17115.112582,111.68,5296.301152,119.95,2180.37913,111.35,5284.06971
06/11/2010,103.87,78.494559,110.14,17259.279434,112.28,5324.755492,119.91,2179.652034,112.08,5318.711568
06/14/2010,103.9,78.51723,111.91,17536.643921,113.88,5400.633732,121.34,2205.645716,113.75,5397.96075
06/15/2010,104.04,78.623028,112.48,17625.964688,114.5,5430.03655,121.33,2205.463942,114.26,5422.162596
06/16/2010,103.97,78.570129,112.8,17676.10968,114.69,5439.047091,121.2,2203.10088,114.47,5432.128062
06/17/2010,104.12,78.683484,113.8,17832.81278,115.55,5479.831645,122.38,2224.550212,115.37,5474.837202
06/18/2010,104.01,78.600357,113.5,17785.80185,115.16,5461.336324,122.56,2227.822144,115.09,5461.549914
06/21/2010,104.16,78.713712,115.48,18096.073988,117.16,5556.184124,124.03,2254.542922,117.2,5561.67912
06/22/2010,104.25,78.781725,114.66,17967.577446,116.43,5521.564677,123.95,2253.08873,116.41,5524.189986
06/23/2010,104.25,78.781725,114.7,17973.84557,116.67,5532.946413,123.26,2240.546324,116.61,5533.680906
06/24/2010,104.22,78.759054,114.53,17947.206043,116.58,5528.678262,123.27,2240.728098,116.51,5528.935446
06/25/2010,104.28,78.804396,113.52,17788.935912,115.83,5493.110337,124.34,2260.177916,115.63,5487.175398
06/28/2010,104.26,78.789282,114.82,17992.649942,117.19,5557.606841,125.73,2285.444502,116.81,5543.171826
06/29/2010,104.52,78.985764,113.34,17760.729354,115.77,5490.264903,125.28,2277.264672,115.34,5473.413564
06/30/2010,104.58,79.031106,114.42,17929.968702,116.78,5538.163042,126.49,2299.259326,116.37,5522.291802
07/01/2010,104.66,79.091562,113.18,17735.656858,115.72,5487.893708,125.74,2285.626276,115.21,5467.244466
07/02/2010,104.72,79.136904,112.87,17687.078897,115.42,5473.666538,125.87,2287.989338,114.93,5453.957178
07/05/2010,104.48,78.955536,112.74,17666.707494,115.34,5469.872626,125.45,2280.35483,114.91,5453.008086
07/06/2010,104.54,79.000878,113.86,17842.214966,116.35,5517.770765,126.13,2292.715462,116.02,5505.682692
07/07/2010,104.63,79.068891,112.93,17696.481083,115.42,5473.666538,125.17,2275.265158,115.02,5458.228092
07/08/2010,104.51,78.978207,114.17,17890.792927,116.63,5531.049457,126.69,2302.894806,116.32,5519.919072
07/09/2010,104.44,78.925308,115.34,18074.135554,117.71,5582.267269,126.98,2308.166252,117.43,5572.593678
07/12/2010,104.6,79.04622,116.06,18186.961786,118.31,5610.721609,126.65,2302.16771,118.1,5604.38826
07/13/2010,104.6,79.04622,116.37,18235.539747,118.79,5633.485081,127.23,2312.710602,118.52,5624.319192
07/14/2010,104.61,79.053777,116.06,18186.961786,118.46,5617.835194,127.44,2316.527856,118.22,5610.082812
07/15/2010,104.6,79.04622,115.88,18158.755228,118.29,5609.773131,126.45,2298.53223,118.04,5601.540984
07/16/2010,104.58,79.031106,116.18,18205.766158,118.72,5630.165408,126.77,2304.348998,118.41,5619.099186
07/19/2010,104.71,79.129347,116,18177.5596,118.62,5625.423018,126.97,2307.984478,118.22,5610.082812
07/20/2010,104.61,79.053777,115.67,18125.847577,118.24,5607.401936,127.06,2309.620444,117.9,5594.89734
